userid,account,uncertainty_1,uncertainty_2,likelihood_e,reduc_e,likelihood_s,reduc_s,Finished,NoA.,1. NoA,1L. NoA._1,1L. NoA._1,2. NoA.,2L. NoA._1,2L. NoA._1,NoA.,1. NoA,1L. NoA._1,1L. NoA._1,2. NoA.,2M. NoA._1,2M. NoA._1,NoA.,1. NoA,1L. NoA_1,1L. NoA._1,2. NoA.,2H. NoA._1,2H. NoA._1,NoA,1. NoA.,1M. NoA._1,1M. NoA._1,2. NoA.,2L. NoA._1,2L. NoA._1,NoA.,1. NoA,1M. NoA._1,1M. NoA._1,2. NoA.,2M. NoA._1,2M. NoA._1,NoA.,1. NoA.,1M. NoA_1,1M. NoA._1,2. NoA.,2H. NoA._1,2H. NoA._1,NoA.,1. NoA.,1H. NoA._1,1H. NoA._1,2. NoA,2L. Acc._1,2L. Acc._1,NoA.,1. NoA.,1H. NoA_1,1H. NoA._1,2. NoA.,2M. Acc._1,2M. Acc._1,NoA.,1. NoA.,1H. NoA._1,1H. NoA._1,2. NoA,2H. Acc._1,2H. Acc._1,Acc.,1. Acc,1L. Acc._1,1L. Acc._1,2. Acc,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1L. Acc._1,1L. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1L. Acc._1,1L. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,crt,crt1,crt1_s,crt2,crt2_s,crt3,crt3_s,consc,consc_1,consc_2*,consc_2,consc_3,consc_4*,consc_4,extro,extro_1,extro_2*,extro_2,extro_3,extro_4*,extro_4,agree,agree_1,agree_2*,agree_2,agree_3,agree_4*,agree_4,open,open_1,open_2*,open_2,open_3*,open_3,open_4*,open_4,neuro,neuro_1,neuro_2*,neuro_2,neuro_3,neuro_4*,neuro_4,nfc,nfc_1,nfc_2,nfc_3*,nfc_3,nfc_4*,nfc_4,nfc_5*,nfc_5,nfc_6,nfc_7*,nfc_7,nfc_8*,nfc_8,nfc_9*,nfc_9,nfc_10,nfc_11,nfc_12*,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16*,nfc_16,nfc_17*,nfc_17,nfc_18,aomt,aomt_1,aomt_2,aomt_3,aomt_4*,aomt_4,aomt_5*,aomt_5,aomt_6*,aomt_6,aomt_7*,aomt_7,aomt_8,aomt_9,background,pol.party,pol.party_TEXT,pol.orient_1,pol.orient_2,pol.orient_3,educ,age,gender,race,pol.exp_1,pol.exp_2,pol.exp_3,pol.exp_4,pol.exp_5,pol.exp_6,pol.exp_7,pol.exp_8,policy
186,1,3,2,10,90,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,6,6,6,2,6,2,6,2,6,6,6,2,6,6,2,2.666666667,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,6,4.888888889,5,5,6,6,2,2,6,6,2,6,2,6,2,1,1,,3,3,3,5,3,1,1,,,,,,,,1,2
187,1,2,3,50,50,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,6,2,3,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,6,6,6,2,6,2,6,2,2,2,2,6,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.888888889,2,2,2,2,6,6,2,2,6,2,6,2,6,1,1,,7,7,7,5,5,1,1,,,,,,,,1,2
188,1,3,3,10,90,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,7,7,7,1,7,1,7,1,2.25,2,3,5,2,2,6,5.333333333,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,2,3,2,2,2,2,6,6,2,2,6,2,6,3,6,1,1,,5,5,5,5,4,1,1,,,,,,,,1,2
189,0,3,2,10,90,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,50,50,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,6,2,3,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,6,6,6,2,6,2,6,2,2,2,2,6,2,2,6,5.333333333,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,6,3.555555556,2,2,3,6,2,6,2,2,6,2,6,3,6,1,1,,3,3,3,5,5,1,1,,,,,,,,1,2
190,1,0,0,,,,,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,2,3,25,10,30,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,25,10,1,30,15,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,1,0,24,0,5,5,4,4,7,4,4,4.75,5,5,3,3,6,2,5.25,6,6,2,3,6,2,5.75,6,5,3,6,2,6,2,4.75,7,3,5,5,4,4,4.444444444,6,7,5,3,2,6,2,6,4,4,4,3,5,2,6,6,7,5,3,5,6,5,3,5,5,3,3,4.666666667,6,5,6,4,4,4,4,2,6,4,4,5,6,1,2,,6,5,5,5,2,2,1,,,,1,,,,,2
192,1,1,1,30,3,45,4,1,1,1,30,3,1,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,1,0,24,0,6,6,4,4,7,7,1,6.25,6,7,1,6,6,2,5,5,6,2,2,7,1,6.25,7,6,2,6,2,6,2,4,5,4,4,3,4,4,4.555555556,5,6,6,2,3,5,3,5,3,5,3,4,4,3,5,6,6,5,3,5,6,4,3,5,5,3,4,4.222222222,6,4,6,4,4,2,6,3,5,4,4,4,5,1,1,,3,7,5,5,2,1,5,,,1,1,,,1,,2
193,1,2,2,50,50,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,6,2,3,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,6,6,6,2,6,2,6,2,2,2,2,6,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3.333333333,2,2,2,2,6,6,2,2,6,6,2,2,6,1,1,,3,3,3,5,5,1,1,,,,,,,,1,2
194,0,2,2,50,48,50,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,48,1,50,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,6,2,3,6,2,6,6,6,2,6,6,2,7,7,7,1,7,7,1,2,2,2,6,2,6,2,6,6,6,6,2,6,6,2,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,4.666666667,6,6,5,5,3,2,6,5,3,5,3,6,2,1,1,,3,3,3,4,4,1,1,,,,,,,,1,2
195,0,2,1,60,25,50,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60,25,1,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,1,0,24,0,5,6,3,5,7,4,4,5.5,6,7,1,2,7,1,5,6,6,2,1,7,1,5.5,7,4,4,4,4,7,1,4.25,6,4,4,2,5,3,4.111111111,6,5,2,6,2,6,2,6,5,5,3,4,4,2,6,6,6,6,2,3,6,2,4,4,4,4,4,4.444444444,6,4,6,4,4,4,4,2,6,5,3,5,4,1,3,,4,6,6,4,1,1,2,,1,,1,,,,,2
196,1,1,3,90,10,10,10,1,,,,,,,,,,,,,,,1,1,90,10,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,6,6,6,2,6,2,6,2,2,2,2,6,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3,2,2,2,2,6,6,2,2,6,2,6,3,6,1,1,,7,7,7,5,5,1,1,,,,,,,,1,2
197,0,2,1,50,50,90,10,1,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,6,3.111111111,2,2,2,2,6,6,2,2,6,3,5,3,6,1,2,,7,7,7,5,5,1,1,,,,,,,,1,2
198,0,3,1,40,41,30,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,40,41,1,30,3,,,,,,,,,,,,,,,0,0.10,0,1,0,24,0,5.25,7,3,5,7,4,4,6.5,7,7,1,5,7,1,6.25,7,7,1,4,7,1,7,7,7,1,7,1,7,1,4.75,7,4,4,5,3,5,3.777777778,1,3,6,2,2,6,2,6,6,5,3,6,2,5,3,3,2,5,3,4,3,6,4,4,2,6,3,4.222222222,6,5,6,4,4,2,6,2,6,4,4,4,5,1,2,,7,5,5,5,3,2,3,,,,1,,,1,,2
199,1,1,2,45,2,50,10,1,,,,,,,,1,1,45,2,1,50,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,1,0,24,0,5.5,7,5,3,6,4,4,6.25,7,6,2,5,7,1,5.25,5,7,1,2,7,1,5.75,7,4,4,5,3,7,1,4.25,6,4,4,2,5,3,4.166666667,5,6,6,2,3,5,4,4,5,5,3,2,6,2,6,6,2,4,4,4,6,2,2,6,6,2,5,4.333333333,6,5,5,4,4,3,5,4,4,4,4,4,4,1,1,,5,5,3,5,2,1,1,,,,,,,1,,2
200,0,3,1,10,90,90,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,90,10,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,6,2,3,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3.444444444,2,3,5,3,5,5,3,2,6,2,6,3,6,1,1,,6,6,6,5,5,1,1,,,,,,,,1,2
201,1,3,3,10,90,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.5,6,6,2,4,6,2,6,6,6,2,6,6,2,7,7,7,1,7,7,1,2,2,2,6,2,6,2,6,6,6,6,2,6,6,2,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,5.111111111,6,6,6,6,2,2,6,6,2,6,2,6,2,1,1,,2,2,2,5,4,1,1,,,,,1,,1,,2
202,0,1,1,90,10,90,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,90,10,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,6,2,3,6,2,2,2,2,6,2,2,6,7,7,7,1,7,7,1,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3.333333333,2,2,2,2,6,6,2,2,6,6,2,2,6,1,2,,8,8,8,6,6,1,1,,,,,1,,1,,2
203,1,1,1,90,10,90,10,1,1,1,90,10,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.75,6,6,2,5,6,2,6,6,6,2,6,6,2,7,7,7,1,7,7,1,2,2,2,6,2,6,2,6,6,6,6,2,6,6,2,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,5.111111111,6,6,6,6,2,2,6,6,2,6,2,6,2,1,3,,2,2,2,4,3,2,4,,,,,,,,1,2
204,1,2,2,50,50,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3.555555556,2,3,2,6,2,6,2,2,6,2,6,3,6,1,2,,7,7,7,5,5,1,1,,,,,,,1,,2
205,1,3,1,50,50,60,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,60,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,1,0,24,0,5.5,7,5,3,7,3,5,6.25,7,7,1,4,7,1,5.5,7,7,1,1,7,1,5.5,7,4,4,4,4,7,1,3.75,6,3,5,2,4,4,4.277777778,6,7,6,2,3,5,2,6,5,2,6,2,6,1,7,7,6,6,2,5,5,2,2,6,4,4,6,4.111111111,5,6,5,5,3,3,5,2,6,3,5,3,5,1,3,,6,5,5,4,2,1,1,,,,1,,,,,2
206,0,1,3,90,10,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,90,10,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3.111111111,2,2,3,2,6,6,2,2,6,2,6,3,6,1,2,,7,7,7,6,5,1,1,,,,,,,1,,2
207,1,2,3,30,10,30,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,10,1,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,1,0,24,0,5.75,5,4,4,7,7,1,5.5,5,6,2,4,7,1,5.75,6,7,1,3,7,1,6.25,7,5,3,6,2,7,1,4.5,7,4,4,5,2,6,4.888888889,7,6,6,2,4,4,4,4,6,3,5,2,6,2,6,7,7,6,2,6,6,6,2,6,4,4,4,4.333333333,5,6,6,5,3,2,6,2,6,3,5,4,6,1,2,,5,7,5,5,2,2,3,,,1,1,,,1,,2
208,0,3,3,10,90,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,10,90,0,0.10,0,100,0,24,0,5.25,6,5,3,5,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,2,2,2,6,2,6,2,6,6,6,6,2,6,6,2,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,4.666666667,6,2,6,6,2,2,6,6,2,6,2,6,2,1,1,,2,2,2,5,3,1,1,,,,,,,,1,2
209,1,1,3,55,4,70,4,1,,,,,,,,,,,,,,,1,1,55,4,1,70,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5.5,7,4,4,7,4,4,6.75,7,7,1,6,7,1,5.25,6,6,2,2,7,1,6.5,7,7,1,5,3,7,1,5,7,6,2,4,3,5,4.444444444,6,5,6,2,4,4,4,4,6,4,4,4,4,3,5,5,6,4,4,5,5,2,3,5,4,4,4,4.333333333,4,5,6,5,3,4,4,3,5,4,4,4,4,1,3,,4,5,4,5,3,1,1,,1,,,,,1,,2
210,0,2,1,50,50,90,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3.777777778,2,6,2,6,2,6,2,2,6,2,6,2,6,1,2,,7,7,7,6,5,1,1,,,,,1,,1,,2
211,0,1,2,90,10,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,90,10,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3,2,2,2,2,6,6,2,2,6,2,6,3,6,1,2,,7,7,7,6,5,1,1,,,,,,,1,,2
212,0,2,3,50,50,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,10,90,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,5,5,3,5,5,3,6,6,6,2,6,6,2,7,7,7,1,7,7,1,2,2,2,6,2,6,2,6,6,6,6,2,6,6,2,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,4,6,6,6,1,7,2,6,1,7,1,7,6,7,1,1,,2,2,2,5,3,1,1,,,,,,,,1,2
213,1,3,2,10,90,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,3.111111111,2,3,2,2,6,6,2,2,6,2,6,3,6,1,2,,7,7,7,5,4,1,1,,,,,,,1,,2
214,0,2,1,50,50,90,10,1,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,5,3,5,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,2,2,2,6,2,6,2,6,6,6,6,2,6,6,2,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,5,6,5,6,6,2,2,6,6,2,6,2,6,2,1,1,,3,3,3,5,3,1,1,,,,,,,,1,2
215,0,3,2,10,90,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,50,50,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.888888889,2,2,2,2,6,6,2,2,6,2,6,2,6,1,2,,7,7,7,5,4,1,1,,,,,,,1,,2
216,1,2,3,50,50,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,5,3,5,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,2,2,2,6,2,6,2,6,6,6,6,2,6,6,2,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,5.111111111,6,6,6,6,2,2,6,6,2,6,2,6,2,1,1,,3,3,3,5,3,1,1,,,,,,,,1,2
217,0,2,1,50,50,90,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.888888889,2,2,2,2,6,6,2,2,6,2,6,2,6,1,2,,7,7,7,5,4,1,1,,,,,,,1,,2
218,0,2,1,50,50,90,10,1,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,5,5,3,5,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,2,2,2,6,2,6,2,6,6,6,6,2,6,6,2,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,5.111111111,6,6,6,6,2,2,6,6,2,6,2,6,2,1,1,,3,3,3,5,3,1,1,,,,,,,,1,2
219,0,2,3,50,50,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,10,90,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,2.25,2,3,5,2,2,6,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.888888889,2,2,2,2,6,6,2,2,6,2,6,2,6,1,2,,7,7,7,6,4,1,1,,,,,1,,1,,2
